0.208371795,0.428876638
0.693171222,0.744641345
0.845900491,0.76451685
0.80005202,0.591655214
0.522213559,0.684767453
0.870690005,0.787234253
0.257861521,0.472265269
0.669324954,0.78443261
0.651701768,0.555658411
0.574388189,0.637780754
0.277733351,0.3289681
0.830571409,0.68293065
0.253130168,0.061769693
0.202704046,0.109398249
0.967767111,0.678032853
0.65212708,0.722076482
0.75138042,0.835561172
0.518428517,0.664506761
0.697797178,0.691803458
0.277411625,0.136989377
0.670893681,0.58164697
0.058168899,0.16843596
0.488079861,0.551916308
0.643642935,0.67406412
0.428593653,0.543035457
0.429596255,0.339633657
0.276149853,0.431040628
0.27903018,0.465761191
0.566725965,0.453960567
0.027033229,0.147803325
0.70467043,0.373342737
0.779621681,0.844166631
0.875860074,0.749562444
0.033109905,0.150372536
0.38370817,0.605347377
0.609264192,0.568917448
0.794958359,0.865689324
0.497372991,0.540259376
0.911472021,0.742810558
0.778040656,0.55589811
0.348611095,0.405277552
0.920888734,0.675387591
0.259585037,0.441183878
0.595971746,0.680646963
0.249842008,0.384750398
0.909683672,0.86456572
0.214668465,0.388093222
0.470317979,0.383119354
0.20419609,0.397505597
0.621122674,0.612518896
0.257104496,0.385791009
0.234578009,0.339948072
0.001955826,0.041265919
0.419498367,0.55716697
0.104793238,0.217620546
0.385712666,0.27992939
0.295418708,0.523171361
0.518458034,0.455672129
0.98768109,0.927875692
0.227316481,0.46880015
0.686484662,0.342622219
0.177190662,0.162161031
0.400815286,0.61312512
0.618252097,0.767417361
0.065168007,0.220880713
0.226321719,0.293975181
0.916930171,0.643847245
0.382535214,0.54372346
0.08966658,0.19366546
0.826808898,0.266588275
0.30151534,0.509857986
0.393476956,0.623918242
0.548509124,0.726752071
0.11943556,0.259165307
0.187965547,0.355340937
0.220962528,0.404062538
0.284312038,0.280395889
0.439848078,0.277085688
0.959302714,0.260653533
0.523278766,0.719554365
0.332083483,0.361167754
0.603215843,0.667330221
0.394124966,0.573070804
0.912620311,0.728077044
0.055403217,0.195511105
0.326317965,0.265147612
0.980059025,0.588198982
0.371009539,0.52548566
0.896009178,0.842637718
0.917467057,0.818909002
0.65529456,0.73058955
0.859196193,0.82549134
0.377136578,0.253863097
0.069660713,0.223783297
0.349189849,0.2574497
0.604829819,0.448960098
0.244975516,0.314375068
0.115866816,0.28296841
0.139322732,0.08857991
0.499882694,0.507498134
0.4,0.8
0.2,0.62
0.5,0.85
